Animal,Slice,Sex,Subregion,z-plane,placement order,baseline uM,baseline DA/p,Baseline Vmax (nM/s),stimulation (mA),output (uM),cycle stage
RtM2,C2,Male,lshell,caudal,p4,0.770,572.100,982.520,0.14,0.000,NA
RtM2,C2,Male,lshell,caudal,p4,0.770,572.100,982.520,0.16,0.000,NA
RtM2,C2,Male,lshell,caudal,p4,0.770,572.100,982.520,0.18,0.000,NA
RtM2,C2,Male,lshell,caudal,p4,0.770,572.100,982.520,0.20,0.087,NA
RtM2,C2,Male,lshell,caudal,p4,0.770,572.100,982.520,0.22,0.152,NA
RtM2,C2,Male,lshell,caudal,p4,0.770,572.100,982.520,0.24,0.246,NA
RtM2,C2,Male,lshell,caudal,p4,0.770,572.100,982.520,0.26,0.303,NA
RtM2,C2,Male,lshell,caudal,p4,0.770,572.100,982.520,0.30,0.412,NA
RtM2,C2,Male,lshell,caudal,p4,0.770,572.100,982.520,0.35,0.484,NA
RtM2,C2,Male,lshell,caudal,p4,0.770,572.100,982.520,0.40,0.535,NA
RtM2,C2,Male,lshell,caudal,p4,0.770,572.100,982.520,0.45,0.585,NA
RtM2,C2,Male,lshell,caudal,p4,0.770,572.100,982.520,0.50,0.592,NA
RtM2,C2,Male,lshell,caudal,p4,0.770,572.100,982.520,0.60,0.506,NA
RtM2,C2,Male,lshell,caudal,p4,0.770,572.100,982.520,0.70,0.506,NA
RtM2,C2,Male,lshell,caudal,p4,0.770,572.100,982.520,0.80,0.434,NA
RtM2,C2,Male,mshell,caudal,p5,0.170,148.320,393.010,0.14,0.000,NA
RtM2,C2,Male,mshell,caudal,p5,0.170,148.320,393.010,0.16,0.000,NA
RtM2,C2,Male,mshell,caudal,p5,0.170,148.320,393.010,0.18,0.000,NA
RtM2,C2,Male,mshell,caudal,p5,0.170,148.320,393.010,0.20,0.000,NA
RtM2,C2,Male,mshell,caudal,p5,0.170,148.320,393.010,0.22,0.000,NA
RtM2,C2,Male,mshell,caudal,p5,0.170,148.320,393.010,0.24,0.041,NA
RtM2,C2,Male,mshell,caudal,p5,0.170,148.320,393.010,0.26,0.048,NA
RtM2,C2,Male,mshell,caudal,p5,0.170,148.320,393.010,0.30,0.055,NA
RtM2,C2,Male,mshell,caudal,p5,0.170,148.320,393.010,0.35,0.076,NA
RtM2,C2,Male,mshell,caudal,p5,0.170,148.320,393.010,0.40,0.082,NA
RtM2,C2,Male,mshell,caudal,p5,0.170,148.320,393.010,0.45,0.082,NA
RtM2,C2,Male,mshell,caudal,p5,0.170,148.320,393.010,0.50,0.110,NA
RtM2,C2,Male,mshell,caudal,p5,0.170,148.320,393.010,0.60,0.110,NA
RtM2,C2,Male,mshell,caudal,p5,0.170,148.320,393.010,0.70,0.124,NA
RtM2,C2,Male,mshell,caudal,p5,0.170,148.320,393.010,0.80,0.130,NA
RtM3,C1,Male,dlCPu,caudal,p3,0.540,487.340,1965.030,0.14,0.000,NA
RtM3,C1,Male,dlCPu,caudal,p3,0.540,487.340,1965.030,0.16,0.000,NA
RtM3,C1,Male,dlCPu,caudal,p3,0.540,487.340,1965.030,0.18,0.126,NA
RtM3,C1,Male,dlCPu,caudal,p3,0.540,487.340,1965.030,0.20,0.219,NA
RtM3,C1,Male,dlCPu,caudal,p3,0.540,487.340,1965.030,0.22,0.311,NA
RtM3,C1,Male,dlCPu,caudal,p3,0.540,487.340,1965.030,0.24,0.354,NA
RtM3,C1,Male,dlCPu,caudal,p3,0.540,487.340,1965.030,0.26,0.362,NA
RtM3,C1,Male,dlCPu,caudal,p3,0.540,487.340,1965.030,0.30,0.370,NA
RtM3,C1,Male,dlCPu,caudal,p3,0.540,487.340,1965.030,0.35,0.396,NA
RtM3,C1,Male,dlCPu,caudal,p3,0.540,487.340,1965.030,0.40,0.404,NA
RtM3,C1,Male,dlCPu,caudal,p3,0.540,487.340,1965.030,0.45,0.396,NA
RtM3,C1,Male,dlCPu,caudal,p3,0.540,487.340,1965.030,0.50,0.480,NA
RtM3,C1,Male,dlCPu,caudal,p3,0.540,487.340,1965.030,0.60,0.513,NA
RtM3,C1,Male,dlCPu,caudal,p3,0.540,487.340,1965.030,0.70,0.539,NA
RtM3,C1,Male,dlCPu,caudal,p3,0.540,487.340,1965.030,0.80,0.564,NA
RtM3,C1,Male,vmCPu,caudal,p2,1.730,1398.460,3733.570,0.14,0.000,NA
RtM3,C1,Male,vmCPu,caudal,p2,1.730,1398.460,3733.570,0.16,0.000,NA
RtM3,C1,Male,vmCPu,caudal,p2,1.730,1398.460,3733.570,0.18,0.461,NA
RtM3,C1,Male,vmCPu,caudal,p2,1.730,1398.460,3733.570,0.20,0.737,NA
RtM3,C1,Male,vmCPu,caudal,p2,1.730,1398.460,3733.570,0.22,0.940,NA
RtM3,C1,Male,vmCPu,caudal,p2,1.730,1398.460,3733.570,0.24,1.005,NA
RtM3,C1,Male,vmCPu,caudal,p2,1.730,1398.460,3733.570,0.26,1.134,NA
RtM3,C1,Male,vmCPu,caudal,p2,1.730,1398.460,3733.570,0.30,1.290,NA
RtM3,C1,Male,vmCPu,caudal,p2,1.730,1398.460,3733.570,0.35,1.300,NA
RtM3,C1,Male,vmCPu,caudal,p2,1.730,1398.460,3733.570,0.40,1.355,NA
RtM3,C1,Male,vmCPu,caudal,p2,1.730,1398.460,3733.570,0.45,1.465,NA
RtM3,C1,Male,vmCPu,caudal,p2,1.730,1398.460,3733.570,0.50,1.465,NA
RtM3,C1,Male,vmCPu,caudal,p2,1.730,1398.460,3733.570,0.60,1.493,NA
RtM3,C1,Male,vmCPu,caudal,p2,1.730,1398.460,3733.570,0.70,1.539,NA
RtM3,C1,Male,vmCPu,caudal,p2,1.730,1398.460,3733.570,0.80,1.548,NA
RtM3,C1,Male,core,caudal,p1,1.120,911.120,2751.050,0.14,0.000,NA
RtM3,C1,Male,core,caudal,p1,1.120,911.120,2751.050,0.16,0.000,NA
RtM3,C1,Male,core,caudal,p1,1.120,911.120,2751.050,0.18,0.271,NA
RtM3,C1,Male,core,caudal,p1,1.120,911.120,2751.050,0.20,0.461,NA
RtM3,C1,Male,core,caudal,p1,1.120,911.120,2751.050,0.22,0.431,NA
RtM3,C1,Male,core,caudal,p1,1.120,911.120,2751.050,0.24,0.612,NA
RtM3,C1,Male,core,caudal,p1,1.120,911.120,2751.050,0.26,0.612,NA
RtM3,C1,Male,core,caudal,p1,1.120,911.120,2751.050,0.30,0.632,NA
RtM3,C1,Male,core,caudal,p1,1.120,911.120,2751.050,0.35,0.742,NA
RtM3,C1,Male,core,caudal,p1,1.120,911.120,2751.050,0.40,0.822,NA
RtM3,C1,Male,core,caudal,p1,1.120,911.120,2751.050,0.45,0.822,NA
RtM3,C1,Male,core,caudal,p1,1.120,911.120,2751.050,0.50,0.802,NA
RtM3,C1,Male,core,caudal,p1,1.120,911.120,2751.050,0.60,0.883,NA
RtM3,C1,Male,core,caudal,p1,1.120,911.120,2751.050,0.70,0.953,NA
RtM3,C1,Male,core,caudal,p1,1.120,911.120,2751.050,0.80,0.933,NA
RtM3,C1,Male,lshell,caudal,p5,0.670,614.480,1965.030,0.14,0.000,NA
RtM3,C1,Male,lshell,caudal,p5,0.670,614.480,1965.030,0.16,0.000,NA
RtM3,C1,Male,lshell,caudal,p5,0.670,614.480,1965.030,0.18,0.085,NA
RtM3,C1,Male,lshell,caudal,p5,0.670,614.480,1965.030,0.20,0.106,NA
RtM3,C1,Male,lshell,caudal,p5,0.670,614.480,1965.030,0.22,0.184,NA
RtM3,C1,Male,lshell,caudal,p5,0.670,614.480,1965.030,0.24,0.141,NA
RtM3,C1,Male,lshell,caudal,p5,0.670,614.480,1965.030,0.26,0.169,NA
RtM3,C1,Male,lshell,caudal,p5,0.670,614.480,1965.030,0.30,0.254,NA
RtM3,C1,Male,lshell,caudal,p5,0.670,614.480,1965.030,0.35,0.297,NA
RtM3,C1,Male,lshell,caudal,p5,0.670,614.480,1965.030,0.40,0.381,NA
RtM3,C1,Male,lshell,caudal,p5,0.670,614.480,1965.030,0.45,0.452,NA
RtM3,C1,Male,lshell,caudal,p5,0.670,614.480,1965.030,0.50,0.487,NA
RtM3,C1,Male,lshell,caudal,p5,0.670,614.480,1965.030,0.60,0.565,NA
RtM3,C1,Male,lshell,caudal,p5,0.670,614.480,1965.030,0.70,0.579,NA
RtM3,C1,Male,lshell,caudal,p5,0.670,614.480,1965.030,0.80,0.579,NA
RtM3,C1,Male,mshell,caudal,p4,0.220,190.700,589.510,0.14,0.000,NA
RtM3,C1,Male,mshell,caudal,p4,0.220,190.700,589.510,0.16,0.000,NA
RtM3,C1,Male,mshell,caudal,p4,0.220,190.700,589.510,0.18,0.000,NA
RtM3,C1,Male,mshell,caudal,p4,0.220,190.700,589.510,0.20,0.063,NA
RtM3,C1,Male,mshell,caudal,p4,0.220,190.700,589.510,0.22,0.094,NA
RtM3,C1,Male,mshell,caudal,p4,0.220,190.700,589.510,0.24,0.078,NA
RtM3,C1,Male,mshell,caudal,p4,0.220,190.700,589.510,0.26,0.102,NA
RtM3,C1,Male,mshell,caudal,p4,0.220,190.700,589.510,0.30,0.109,NA
RtM3,C1,Male,mshell,caudal,p4,0.220,190.700,589.510,0.35,0.172,NA
RtM3,C1,Male,mshell,caudal,p4,0.220,190.700,589.510,0.40,0.195,NA
RtM3,C1,Male,mshell,caudal,p4,0.220,190.700,589.510,0.45,0.188,NA
RtM3,C1,Male,mshell,caudal,p4,0.220,190.700,589.510,0.50,0.180,NA
RtM3,C1,Male,mshell,caudal,p4,0.220,190.700,589.510,0.60,0.250,NA
RtM3,C1,Male,mshell,caudal,p4,0.220,190.700,589.510,0.70,0.227,NA
RtM3,C1,Male,mshell,caudal,p4,0.220,190.700,589.510,0.80,0.219,NA
RtM3,C2,Male,dlCPu,caudal,p1,0.660,550.910,1768.530,0.14,0.000,NA
RtM3,C2,Male,dlCPu,caudal,p1,0.660,550.910,1768.530,0.16,0.000,NA
RtM3,C2,Male,dlCPu,caudal,p1,0.660,550.910,1768.530,0.18,0.000,NA
RtM3,C2,Male,dlCPu,caudal,p1,0.660,550.910,1768.530,0.20,0.230,NA
RtM3,C2,Male,dlCPu,caudal,p1,0.660,550.910,1768.530,0.22,0.230,NA
RtM3,C2,Male,dlCPu,caudal,p1,0.660,550.910,1768.530,0.24,0.345,NA
RtM3,C2,Male,dlCPu,caudal,p1,0.660,550.910,1768.530,0.26,0.364,NA
RtM3,C2,Male,dlCPu,caudal,p1,0.660,550.910,1768.530,0.30,0.418,NA
RtM3,C2,Male,dlCPu,caudal,p1,0.660,550.910,1768.530,0.35,0.448,NA
RtM3,C2,Male,dlCPu,caudal,p1,0.660,550.910,1768.530,0.40,0.467,NA
RtM3,C2,Male,dlCPu,caudal,p1,0.660,550.910,1768.530,0.45,0.467,NA
RtM3,C2,Male,dlCPu,caudal,p1,0.660,550.910,1768.530,0.50,0.533,NA
RtM3,C2,Male,dlCPu,caudal,p1,0.660,550.910,1768.530,0.60,0.552,NA
RtM3,C2,Male,dlCPu,caudal,p1,0.660,550.910,1768.530,0.70,0.570,NA
RtM3,C2,Male,dlCPu,caudal,p1,0.660,550.910,1768.530,0.80,0.576,NA
RtM3,C2,Male,vmCPu,caudal,p4,1.110,868.740,1572.030,0.14,0.000,NA
RtM3,C2,Male,vmCPu,caudal,p4,1.110,868.740,1572.030,0.16,0.000,NA
RtM3,C2,Male,vmCPu,caudal,p4,1.110,868.740,1572.030,0.18,0.000,NA
RtM3,C2,Male,vmCPu,caudal,p4,1.110,868.740,1572.030,0.20,0.053,NA
RtM3,C2,Male,vmCPu,caudal,p4,1.110,868.740,1572.030,0.22,0.158,NA
RtM3,C2,Male,vmCPu,caudal,p4,1.110,868.740,1572.030,0.24,0.191,NA
RtM3,C2,Male,vmCPu,caudal,p4,1.110,868.740,1572.030,0.26,0.316,NA
RtM3,C2,Male,vmCPu,caudal,p4,1.110,868.740,1572.030,0.30,0.553,NA
RtM3,C2,Male,vmCPu,caudal,p4,1.110,868.740,1572.030,0.35,0.697,NA
RtM3,C2,Male,vmCPu,caudal,p4,1.110,868.740,1572.030,0.40,0.724,NA
RtM3,C2,Male,vmCPu,caudal,p4,1.110,868.740,1572.030,0.45,0.796,NA
RtM3,C2,Male,vmCPu,caudal,p4,1.110,868.740,1572.030,0.50,0.855,NA
RtM3,C2,Male,vmCPu,caudal,p4,1.110,868.740,1572.030,0.60,0.908,NA
RtM3,C2,Male,vmCPu,caudal,p4,1.110,868.740,1572.030,0.70,0.967,NA
RtM3,C2,Male,vmCPu,caudal,p4,1.110,868.740,1572.030,0.80,0.967,NA
RtM3,C2,Male,core,caudal,p2,1.560,1207.760,2161.540,0.14,0.000,NA
RtM3,C2,Male,core,caudal,p2,1.560,1207.760,2161.540,0.16,0.000,NA
RtM3,C2,Male,core,caudal,p2,1.560,1207.760,2161.540,0.18,0.000,NA
RtM3,C2,Male,core,caudal,p2,1.560,1207.760,2161.540,0.20,0.164,NA
RtM3,C2,Male,core,caudal,p2,1.560,1207.760,2161.540,0.22,0.407,NA
RtM3,C2,Male,core,caudal,p2,1.560,1207.760,2161.540,0.24,0.663,NA
RtM3,C2,Male,core,caudal,p2,1.560,1207.760,2161.540,0.26,0.748,NA
RtM3,C2,Male,core,caudal,p2,1.560,1207.760,2161.540,0.30,0.906,NA
RtM3,C2,Male,core,caudal,p2,1.560,1207.760,2161.540,0.35,0.985,NA
RtM3,C2,Male,core,caudal,p2,1.560,1207.760,2161.540,0.40,1.106,NA
RtM3,C2,Male,core,caudal,p2,1.560,1207.760,2161.540,0.45,1.155,NA
RtM3,C2,Male,core,caudal,p2,1.560,1207.760,2161.540,0.50,1.191,NA
RtM3,C2,Male,core,caudal,p2,1.560,1207.760,2161.540,0.60,1.283,NA
RtM3,C2,Male,core,caudal,p2,1.560,1207.760,2161.540,0.70,1.313,NA
RtM3,C2,Male,core,caudal,p2,1.560,1207.760,2161.540,0.80,1.283,NA
RtM3,C2,Male,lshell,caudal,p5,0.460,360.210,786.010,0.14,0.000,NA
RtM3,C2,Male,lshell,caudal,p5,0.460,360.210,786.010,0.16,0.000,NA
RtM3,C2,Male,lshell,caudal,p5,0.460,360.210,786.010,0.18,0.000,NA
RtM3,C2,Male,lshell,caudal,p5,0.460,360.210,786.010,0.20,0.000,NA
RtM3,C2,Male,lshell,caudal,p5,0.460,360.210,786.010,0.22,0.068,NA
RtM3,C2,Male,lshell,caudal,p5,0.460,360.210,786.010,0.24,0.106,NA
RtM3,C2,Male,lshell,caudal,p5,0.460,360.210,786.010,0.26,0.136,NA
RtM3,C2,Male,lshell,caudal,p5,0.460,360.210,786.010,0.30,0.167,NA
RtM3,C2,Male,lshell,caudal,p5,0.460,360.210,786.010,0.35,0.250,NA
RtM3,C2,Male,lshell,caudal,p5,0.460,360.210,786.010,0.40,0.273,NA
RtM3,C2,Male,lshell,caudal,p5,0.460,360.210,786.010,0.45,0.318,NA
RtM3,C2,Male,lshell,caudal,p5,0.460,360.210,786.010,0.50,0.364,NA
RtM3,C2,Male,lshell,caudal,p5,0.460,360.210,786.010,0.60,0.356,NA
RtM3,C2,Male,lshell,caudal,p5,0.460,360.210,786.010,0.70,0.364,NA
RtM3,C2,Male,lshell,caudal,p5,0.460,360.210,786.010,0.80,0.371,NA
RtM3,C2,Male,mshell,caudal,p3,0.150,113.570,589.510,0.14,0.000,NA
RtM3,C2,Male,mshell,caudal,p3,0.150,113.570,589.510,0.16,0.000,NA
RtM3,C2,Male,mshell,caudal,p3,0.150,113.570,589.510,0.18,0.000,NA
RtM3,C2,Male,mshell,caudal,p3,0.150,113.570,589.510,0.20,0.000,NA
RtM3,C2,Male,mshell,caudal,p3,0.150,113.570,589.510,0.22,0.000,NA
RtM3,C2,Male,mshell,caudal,p3,0.150,113.570,589.510,0.24,0.000,NA
RtM3,C2,Male,mshell,caudal,p3,0.150,113.570,589.510,0.26,0.000,NA
RtM3,C2,Male,mshell,caudal,p3,0.150,113.570,589.510,0.30,0.000,NA
RtM3,C2,Male,mshell,caudal,p3,0.150,113.570,589.510,0.35,0.039,NA
RtM3,C2,Male,mshell,caudal,p3,0.150,113.570,589.510,0.40,0.039,NA
RtM3,C2,Male,mshell,caudal,p3,0.150,113.570,589.510,0.45,0.071,NA
RtM3,C2,Male,mshell,caudal,p3,0.150,113.570,589.510,0.50,0.097,NA
RtM3,C2,Male,mshell,caudal,p3,0.150,113.570,589.510,0.60,0.123,NA
RtM3,C2,Male,mshell,caudal,p3,0.150,113.570,589.510,0.70,0.155,NA
RtM3,C2,Male,mshell,caudal,p3,0.150,113.570,589.510,0.80,0.155,NA
RtM4,C1,Male,dlCPu,caudal,p4,0.620,593.290,2751.050,0.14,0.000,NA
RtM4,C1,Male,dlCPu,caudal,p4,0.620,593.290,2751.050,0.16,0.000,NA
RtM4,C1,Male,dlCPu,caudal,p4,0.620,593.290,2751.050,0.18,0.000,NA
RtM4,C1,Male,dlCPu,caudal,p4,0.620,593.290,2751.050,0.20,0.000,NA
RtM4,C1,Male,dlCPu,caudal,p4,0.620,593.290,2751.050,0.22,0.077,NA
RtM4,C1,Male,dlCPu,caudal,p4,0.620,593.290,2751.050,0.24,0.062,NA
RtM4,C1,Male,dlCPu,caudal,p4,0.620,593.290,2751.050,0.26,0.093,NA
RtM4,C1,Male,dlCPu,caudal,p4,0.620,593.290,2751.050,0.30,0.093,NA
RtM4,C1,Male,dlCPu,caudal,p4,0.620,593.290,2751.050,0.35,0.170,NA
RtM4,C1,Male,dlCPu,caudal,p4,0.620,593.290,2751.050,0.40,0.116,NA
RtM4,C1,Male,dlCPu,caudal,p4,0.620,593.290,2751.050,0.45,0.248,NA
RtM4,C1,Male,dlCPu,caudal,p4,0.620,593.290,2751.050,0.50,0.318,NA
RtM4,C1,Male,dlCPu,caudal,p4,0.620,593.290,2751.050,0.60,0.434,NA
RtM4,C1,Male,dlCPu,caudal,p4,0.620,593.290,2751.050,0.70,0.480,NA
RtM4,C1,Male,dlCPu,caudal,p4,0.620,593.290,2751.050,0.80,0.480,NA
RtM4,C1,Male,vmCPu,caudal,p1,1.180,1250.140,4519.580,0.14,0.000,NA
RtM4,C1,Male,vmCPu,caudal,p1,1.180,1250.140,4519.580,0.16,0.000,NA
RtM4,C1,Male,vmCPu,caudal,p1,1.180,1250.140,4519.580,0.18,0.212,NA
RtM4,C1,Male,vmCPu,caudal,p1,1.180,1250.140,4519.580,0.20,0.336,NA
RtM4,C1,Male,vmCPu,caudal,p1,1.180,1250.140,4519.580,0.22,0.466,NA
RtM4,C1,Male,vmCPu,caudal,p1,1.180,1250.140,4519.580,0.24,0.534,NA
RtM4,C1,Male,vmCPu,caudal,p1,1.180,1250.140,4519.580,0.26,0.610,NA
RtM4,C1,Male,vmCPu,caudal,p1,1.180,1250.140,4519.580,0.30,0.719,NA
RtM4,C1,Male,vmCPu,caudal,p1,1.180,1250.140,4519.580,0.35,0.836,NA
RtM4,C1,Male,vmCPu,caudal,p1,1.180,1250.140,4519.580,0.40,0.918,NA
RtM4,C1,Male,vmCPu,caudal,p1,1.180,1250.140,4519.580,0.45,0.911,NA
RtM4,C1,Male,vmCPu,caudal,p1,1.180,1250.140,4519.580,0.50,1.007,NA
RtM4,C1,Male,vmCPu,caudal,p1,1.180,1250.140,4519.580,0.60,1.075,NA
RtM4,C1,Male,vmCPu,caudal,p1,1.180,1250.140,4519.580,0.70,1.096,NA
RtM4,C1,Male,vmCPu,caudal,p1,1.180,1250.140,4519.580,0.80,1.103,NA
RtM4,C1,Male,core,caudal,p2,0.890,699.230,1572.030,0.14,0.000,NA
RtM4,C1,Male,core,caudal,p2,0.890,699.230,1572.030,0.16,0.000,NA
RtM4,C1,Male,core,caudal,p2,0.890,699.230,1572.030,0.18,0.165,NA
RtM4,C1,Male,core,caudal,p2,0.890,699.230,1572.030,0.20,0.401,NA
RtM4,C1,Male,core,caudal,p2,0.890,699.230,1572.030,0.22,0.523,NA
RtM4,C1,Male,core,caudal,p2,0.890,699.230,1572.030,0.24,0.545,NA
RtM4,C1,Male,core,caudal,p2,0.890,699.230,1572.030,0.26,0.573,NA
RtM4,C1,Male,core,caudal,p2,0.890,699.230,1572.030,0.30,0.609,NA
RtM4,C1,Male,core,caudal,p2,0.890,699.230,1572.030,0.35,0.710,NA
RtM4,C1,Male,core,caudal,p2,0.890,699.230,1572.030,0.40,0.746,NA
RtM4,C1,Male,core,caudal,p2,0.890,699.230,1572.030,0.45,0.774,NA
RtM4,C1,Male,core,caudal,p2,0.890,699.230,1572.030,0.50,0.746,NA
RtM4,C1,Male,core,caudal,p2,0.890,699.230,1572.030,0.60,0.760,NA
RtM4,C1,Male,core,caudal,p2,0.890,699.230,1572.030,0.70,0.753,NA
RtM4,C1,Male,core,caudal,p2,0.890,699.230,1572.030,0.80,0.767,NA
RtM4,C1,Male,lshell,caudal,p3,0.600,508.530,1375.520,0.14,0.000,NA
RtM4,C1,Male,lshell,caudal,p3,0.600,508.530,1375.520,0.16,0.000,NA
RtM4,C1,Male,lshell,caudal,p3,0.600,508.530,1375.520,0.18,0.075,NA
RtM4,C1,Male,lshell,caudal,p3,0.600,508.530,1375.520,0.20,0.210,NA
RtM4,C1,Male,lshell,caudal,p3,0.600,508.530,1375.520,0.22,0.217,NA
RtM4,C1,Male,lshell,caudal,p3,0.600,508.530,1375.520,0.24,0.307,NA
RtM4,C1,Male,lshell,caudal,p3,0.600,508.530,1375.520,0.26,0.277,NA
RtM4,C1,Male,lshell,caudal,p3,0.600,508.530,1375.520,0.30,0.344,NA
RtM4,C1,Male,lshell,caudal,p3,0.600,508.530,1375.520,0.35,0.404,NA
RtM4,C1,Male,lshell,caudal,p3,0.600,508.530,1375.520,0.40,0.434,NA
RtM4,C1,Male,lshell,caudal,p3,0.600,508.530,1375.520,0.45,0.457,NA
RtM4,C1,Male,lshell,caudal,p3,0.600,508.530,1375.520,0.50,0.487,NA
RtM4,C1,Male,lshell,caudal,p3,0.600,508.530,1375.520,0.60,0.472,NA
RtM4,C1,Male,lshell,caudal,p3,0.600,508.530,1375.520,0.70,0.464,NA
RtM4,C1,Male,lshell,caudal,p3,0.600,508.530,1375.520,0.80,0.457,NA
RtM4,C1,Male,mshell,caudal,p5,0.100,84.760,393.010,0.14,0.000,NA
RtM4,C1,Male,mshell,caudal,p5,0.100,84.760,393.010,0.16,0.000,NA
RtM4,C1,Male,mshell,caudal,p5,0.100,84.760,393.010,0.18,0.000,NA
RtM4,C1,Male,mshell,caudal,p5,0.100,84.760,393.010,0.20,0.016,NA
RtM4,C1,Male,mshell,caudal,p5,0.100,84.760,393.010,0.22,0.016,NA
RtM4,C1,Male,mshell,caudal,p5,0.100,84.760,393.010,0.24,0.032,NA
RtM4,C1,Male,mshell,caudal,p5,0.100,84.760,393.010,0.26,0.032,NA
RtM4,C1,Male,mshell,caudal,p5,0.100,84.760,393.010,0.30,0.055,NA
RtM4,C1,Male,mshell,caudal,p5,0.100,84.760,393.010,0.35,0.055,NA
RtM4,C1,Male,mshell,caudal,p5,0.100,84.760,393.010,0.40,0.047,NA
RtM4,C1,Male,mshell,caudal,p5,0.100,84.760,393.010,0.45,0.071,NA
RtM4,C1,Male,mshell,caudal,p5,0.100,84.760,393.010,0.50,0.071,NA
RtM4,C1,Male,mshell,caudal,p5,0.100,84.760,393.010,0.60,0.087,NA
RtM4,C1,Male,mshell,caudal,p5,0.100,84.760,393.010,0.70,0.103,NA
RtM4,C1,Male,mshell,caudal,p5,0.100,84.760,393.010,0.80,0.103,NA
RtM4,C2,Male,dlCPu,caudal,p4,0.640,614.480,2358.040,0.14,0.000,NA
RtM4,C2,Male,dlCPu,caudal,p4,0.640,614.480,2358.040,0.16,0.000,NA
RtM4,C2,Male,dlCPu,caudal,p4,0.640,614.480,2358.040,0.18,0.000,NA
RtM4,C2,Male,dlCPu,caudal,p4,0.640,614.480,2358.040,0.20,0.000,NA
RtM4,C2,Male,dlCPu,caudal,p4,0.640,614.480,2358.040,0.22,0.061,NA
RtM4,C2,Male,dlCPu,caudal,p4,0.640,614.480,2358.040,0.24,0.088,NA
RtM4,C2,Male,dlCPu,caudal,p4,0.640,614.480,2358.040,0.26,0.140,NA
RtM4,C2,Male,dlCPu,caudal,p4,0.640,614.480,2358.040,0.30,0.175,NA
RtM4,C2,Male,dlCPu,caudal,p4,0.640,614.480,2358.040,0.35,0.289,NA
RtM4,C2,Male,dlCPu,caudal,p4,0.640,614.480,2358.040,0.40,0.325,NA
RtM4,C2,Male,dlCPu,caudal,p4,0.640,614.480,2358.040,0.45,0.351,NA
RtM4,C2,Male,dlCPu,caudal,p4,0.640,614.480,2358.040,0.50,0.386,NA
RtM4,C2,Male,dlCPu,caudal,p4,0.640,614.480,2358.040,0.60,0.491,NA
RtM4,C2,Male,dlCPu,caudal,p4,0.640,614.480,2358.040,0.70,0.482,NA
RtM4,C2,Male,dlCPu,caudal,p4,0.640,614.480,2358.040,0.80,0.491,NA
RtM4,C2,Male,vmCPu,caudal,p3,0.420,360.210,982.520,0.14,0.000,NA
RtM4,C2,Male,vmCPu,caudal,p3,0.420,360.210,982.520,0.16,0.000,NA
RtM4,C2,Male,vmCPu,caudal,p3,0.420,360.210,982.520,0.18,0.000,NA
RtM4,C2,Male,vmCPu,caudal,p3,0.420,360.210,982.520,0.20,0.000,NA
RtM4,C2,Male,vmCPu,caudal,p3,0.420,360.210,982.520,0.22,0.072,NA
RtM4,C2,Male,vmCPu,caudal,p3,0.420,360.210,982.520,0.24,0.090,NA
RtM4,C2,Male,vmCPu,caudal,p3,0.420,360.210,982.520,0.26,0.108,NA
RtM4,C2,Male,vmCPu,caudal,p3,0.420,360.210,982.520,0.30,0.197,NA
RtM4,C2,Male,vmCPu,caudal,p3,0.420,360.210,982.520,0.35,0.215,NA
RtM4,C2,Male,vmCPu,caudal,p3,0.420,360.210,982.520,0.40,0.260,NA
RtM4,C2,Male,vmCPu,caudal,p3,0.420,360.210,982.520,0.45,0.260,NA
RtM4,C2,Male,vmCPu,caudal,p3,0.420,360.210,982.520,0.50,0.278,NA
RtM4,C2,Male,vmCPu,caudal,p3,0.420,360.210,982.520,0.60,0.323,NA
RtM4,C2,Male,vmCPu,caudal,p3,0.420,360.210,982.520,0.70,0.359,NA
RtM4,C2,Male,vmCPu,caudal,p3,0.420,360.210,982.520,0.80,0.350,NA
RtM4,C2,Male,core,caudal,p5,1.220,1038.250,2358.040,0.14,0.000,NA
RtM4,C2,Male,core,caudal,p5,1.220,1038.250,2358.040,0.16,0.000,NA
RtM4,C2,Male,core,caudal,p5,1.220,1038.250,2358.040,0.18,0.000,NA
RtM4,C2,Male,core,caudal,p5,1.220,1038.250,2358.040,0.20,0.353,NA
RtM4,C2,Male,core,caudal,p5,1.220,1038.250,2358.040,0.22,0.628,NA
RtM4,C2,Male,core,caudal,p5,1.220,1038.250,2358.040,0.24,0.817,NA
RtM4,C2,Male,core,caudal,p5,1.220,1038.250,2358.040,0.26,0.929,NA
RtM4,C2,Male,core,caudal,p5,1.220,1038.250,2358.040,0.30,1.049,NA
RtM4,C2,Male,core,caudal,p5,1.220,1038.250,2358.040,0.35,1.109,NA
RtM4,C2,Male,core,caudal,p5,1.220,1038.250,2358.040,0.40,1.126,NA
RtM4,C2,Male,core,caudal,p5,1.220,1038.250,2358.040,0.45,1.092,NA
RtM4,C2,Male,core,caudal,p5,1.220,1038.250,2358.040,0.50,1.126,NA
RtM4,C2,Male,core,caudal,p5,1.220,1038.250,2358.040,0.60,1.066,NA
RtM4,C2,Male,core,caudal,p5,1.220,1038.250,2358.040,0.70,1.032,NA
RtM4,C2,Male,core,caudal,p5,1.220,1038.250,2358.040,0.80,1.015,NA
RtM4,C2,Male,lshell,caudal,p2,0.750,593.290,1179.020,0.14,0.000,NA
